2017-01-01,337,DESCENDING,37,-6.9805,-15.5818,36.3137
2017-01-04,337,ASCENDING,88,-7.0808,-14.3317,43.0977
2017-01-08,337,DESCENDING,139,-11.2025,-19.4261,43.9937
2017-01-11,337,ASCENDING,15,-5.3007,-13.9848,34.5922
2017-01-13,337,DESCENDING,37,-10.8568,-19.0853,36.3145
2017-01-16,337,ASCENDING,88,-11.6068,-21.0350,43.0973
2017-01-20,337,DESCENDING,139,-12.5414,-21.4062,43.9947
2017-01-23,337,ASCENDING,15,-5.5469,-13.9176,34.5923
2017-01-25,337,DESCENDING,37,-11.1740,-20.7166,36.3153
2017-01-28,337,ASCENDING,88,-7.2267,-13.5202,43.0980
2017-02-01,337,DESCENDING,139,-7.7306,-15.5434,43.9960
2017-02-04,337,ASCENDING,15,-5.7343,-14.5483,34.5931
2017-02-06,337,DESCENDING,37,-6.0755,-14.6532,36.3152
2017-02-09,337,ASCENDING,88,-9.7333,-18.7302,43.0988
2017-02-13,337,DESCENDING,139,-11.6664,-21.0346,43.9964
2017-02-16,337,ASCENDING,15,-5.9832,-15.2896,34.5934
2017-02-18,337,DESCENDING,37,-6.1067,-15.2019,36.3175
2017-02-21,337,ASCENDING,88,-7.8942,-15.3028,43.0993
2017-02-25,337,DESCENDING,139,-9.2645,-16.5855,43.9984
2017-02-28,337,ASCENDING,15,-5.5208,-14.6396,34.5952
2017-03-02,337,DESCENDING,37,-5.0765,-13.6042,36.3196
2017-03-05,337,ASCENDING,88,-7.8633,-15.0190,43.1005
2017-03-09,337,DESCENDING,139,-7.9839,-15.2304,44.0004
2017-03-12,337,ASCENDING,15,-6.3576,-16.5228,34.5970
2017-03-14,337,DESCENDING,37,-7.0172,-16.2049,36.3224
2017-03-17,337,ASCENDING,88,-9.1387,-17.2285,43.1021
2017-03-21,337,DESCENDING,139,-8.1078,-15.4040,44.0029
2017-03-24,337,ASCENDING,15,-9.3628,-19.6646,34.5981
2017-03-26,337,DESCENDING,37,-10.4858,-19.8456,36.3241
2017-03-29,337,ASCENDING,88,-9.4150,-17.4503,43.1031
2017-04-02,337,DESCENDING,139,-11.4292,-19.7800,44.0048
2017-04-05,337,ASCENDING,15,-12.6440,-22.6453,34.5967
2017-04-07,337,DESCENDING,37,-13.1407,-23.4104,36.3249
