2017-01-01,70,ASCENDING,44,-11.2432,-19.7633,35.6588
2017-01-05,70,DESCENDING,95,-11.3611,-20.2929,36.5269
2017-01-06,70,ASCENDING,117,-13.9896,-22.4610,44.6853
2017-01-12,70,DESCENDING,22,-9999.0000,-9999.0000,-9999.0000
2017-01-13,70,ASCENDING,44,-8.8006,-14.0480,35.6585
2017-01-18,70,ASCENDING,117,-10.5390,-17.4502,44.6858
2017-01-24,70,DESCENDING,22,-9999.0000,-9999.0000,-9999.0000
2017-01-25,70,ASCENDING,44,-10.7653,-18.4200,35.6586
2017-01-29,70,DESCENDING,95,-12.7236,-21.5285,36.5282
2017-01-30,70,ASCENDING,117,-11.1115,-19.5443,44.6866
2017-02-05,70,DESCENDING,22,-9999.0000,-9999.0000,-9999.0000
2017-02-06,70,ASCENDING,44,-8.3245,-13.3084,35.6594
2017-02-10,70,DESCENDING,95,-8.4558,-17.6701,36.5245
2017-02-11,70,ASCENDING,117,-10.4551,-16.9116,44.6870
2017-02-18,70,ASCENDING,44,-9.8290,-18.4301,35.6596
2017-02-22,70,DESCENDING,95,-9.7975,-18.0836,36.5267
2017-02-23,70,ASCENDING,117,-11.4803,-18.6990,44.6873
2017-03-01,70,DESCENDING,22,-9999.0000,-9999.0000,-9999.0000
2017-03-02,70,ASCENDING,44,-9.7634,-18.2984,35.6608
2017-03-06,70,DESCENDING,95,-8.3231,-13.8260,36.5286
2017-03-07,70,ASCENDING,117,-10.7576,-17.5589,44.6883
2017-03-13,70,DESCENDING,22,-9999.0000,-9999.0000,-9999.0000
2017-03-14,70,ASCENDING,44,-10.2067,-18.5480,35.6624
2017-03-18,70,DESCENDING,95,-10.7636,-17.5807,36.5309
2017-03-19,70,ASCENDING,117,-11.4017,-19.6405,44.6897
2017-03-25,70,DESCENDING,22,-9999.0000,-9999.0000,-9999.0000
2017-03-26,70,ASCENDING,44,-10.3224,-18.0539,35.6631
2017-03-30,70,DESCENDING,95,-10.9549,-18.2607,36.5328
2017-03-31,70,ASCENDING,117,-11.6724,-18.6750,44.6905
2017-04-06,70,DESCENDING,22,-9999.0000,-9999.0000,-9999.0000
2017-04-07,70,ASCENDING,44,-9.8593,-16.7377,35.6683
2017-04-11,70,DESCENDING,95,-10.2039,-16.2382,36.5293
2017-04-12,70,ASCENDING,117,-11.2683,-17.9251,44.6948
2017-04-18,70,DESCENDING,22,-9999.0000,-9999.0000,-9999.0000
2017-04-19,70,ASCENDING,44,-10.0126,-16.4509,35.6684
2017-04-23,70,DESCENDING,95,-10.6061,-16.5936,36.5325
2017-04-24,70,ASCENDING,117,-11.2644,-17.6120,44.6941
2017-04-30,70,DESCENDING,22,-9999.0000,-9999.0000,-9999.0000
2017-05-01,70,ASCENDING,44,-9.1421,-14.3927,35.6671
2017-05-05,70,DESCENDING,95,-8.0176,-12.7947,36.5308
2017-05-06,70,ASCENDING,117,-9.6825,-15.7058,44.6960
2017-05-12,70,DESCENDING,22,-9999.0000,-9999.0000,-9999.0000
2017-05-13,70,ASCENDING,44,-9.2588,-14.3586,35.6692
2017-05-17,70,DESCENDING,95,-8.9517,-14.7406,36.5311
2017-05-18,70,ASCENDING,117,-10.2043,-15.7373,44.6945
2017-05-24,70,DESCENDING,22,-10.3886,-15.6737,44.9190
2017-05-25,70,ASCENDING,44,-9.7663,-15.1043,35.6873
2017-05-29,70,DESCENDING,95,-9.3594,-15.2917,36.5237
2017-05-30,70,ASCENDING,117,-10.7689,-16.3573,44.7000
2017-06-05,70,DESCENDING,22,-10.1422,-15.1636,44.9176
2017-06-06,70,ASCENDING,44,-8.5841,-15.0722,35.6850
2017-06-10,70,DESCENDING,95,-10.2377,-16.3927,36.5254
2017-06-11,70,ASCENDING,117,-11.3597,-17.6434,44.6986
2017-06-17,70,DESCENDING,22,-10.2339,-15.4540,44.9186
2017-06-18,70,ASCENDING,44,-11.7371,-17.4594,35.6839
2017-06-22,70,DESCENDING,95,-11.2593,-18.2671,36.5232
2017-06-23,70,ASCENDING,117,-12.2616,-18.9826,44.7002
2017-06-29,70,DESCENDING,22,-9.4423,-14.9248,44.9185
2017-06-30,70,ASCENDING,44,-9.5467,-15.8293,35.6852
2017-07-04,70,DESCENDING,95,-8.2627,-13.4244,36.5257
2017-07-05,70,ASCENDING,117,-10.6151,-16.2677,44.6985
2017-07-11,70,DESCENDING,22,-9.1702,-15.3890,44.9190
2017-07-12,70,ASCENDING,44,-9.0515,-14.6755,35.6843
2017-07-16,70,DESCENDING,95,-8.9907,-14.6997,36.5264
2017-07-17,70,ASCENDING,117,-9.4272,-14.2940,44.6983
2017-07-23,70,DESCENDING,22,-8.5483,-14.0744,44.9178
2017-07-24,70,ASCENDING,44,-7.5820,-13.3605,35.6850
2017-07-28,70,DESCENDING,95,-7.8271,-14.1420,36.5239
2017-07-29,70,ASCENDING,117,-8.5171,-14.8637,44.6999
2017-08-04,70,DESCENDING,22,-9.1056,-14.0495,44.9180
2017-08-05,70,ASCENDING,44,-9.3461,-14.9103,35.6850
2017-08-09,70,DESCENDING,95,-9.1699,-14.8290,36.5250
2017-08-10,70,ASCENDING,117,-7.1025,-12.8312,44.6986
2017-08-16,70,DESCENDING,22,-8.0489,-14.2193,44.9190
2017-08-17,70,ASCENDING,44,-8.8612,-14.4202,35.6842
2017-08-21,70,DESCENDING,95,-8.1717,-14.4149,36.5289
2017-08-22,70,ASCENDING,117,-8.6698,-14.4209,44.6990
2017-08-28,70,DESCENDING,22,-8.3294,-14.6353,44.9166
2017-08-29,70,ASCENDING,44,-8.5743,-13.9614,35.6859
2017-09-02,70,DESCENDING,95,-7.3838,-13.7291,36.5226
2017-09-09,70,DESCENDING,22,-8.0413,-14.1089,44.9154
