2017-01-01,5,ASCENDING,44,-10.9516,-19.7767,35.6588
2017-01-05,5,DESCENDING,95,-10.5469,-20.2386,36.5269
2017-01-06,5,ASCENDING,117,-13.9614,-22.8525,44.6853
2017-01-12,5,DESCENDING,22,-9999.0000,-9999.0000,-9999.0000
2017-01-13,5,ASCENDING,44,-8.3607,-15.5715,35.6585
2017-01-18,5,ASCENDING,117,-8.2868,-16.6412,44.6858
2017-01-24,5,DESCENDING,22,-9999.0000,-9999.0000,-9999.0000
2017-01-25,5,ASCENDING,44,-8.6730,-17.9677,35.6586
2017-01-29,5,DESCENDING,95,-10.7014,-20.0951,36.5282
2017-01-30,5,ASCENDING,117,-10.1387,-18.1568,44.6866
2017-02-05,5,DESCENDING,22,-9999.0000,-9999.0000,-9999.0000
2017-02-06,5,ASCENDING,44,-5.9780,-13.5398,35.6594
2017-02-10,5,DESCENDING,95,-4.2936,-16.4548,36.5245
2017-02-11,5,ASCENDING,117,-7.5865,-15.3633,44.6870
2017-02-18,5,ASCENDING,44,-7.4583,-16.4131,35.6596
2017-02-22,5,DESCENDING,95,-5.2217,-15.6662,36.5267
2017-02-23,5,ASCENDING,117,-8.6713,-16.6063,44.6873
2017-03-01,5,DESCENDING,22,-9999.0000,-9999.0000,-9999.0000
2017-03-02,5,ASCENDING,44,-7.8317,-17.7184,35.6608
2017-03-06,5,DESCENDING,95,-4.5544,-13.2645,36.5286
2017-03-07,5,ASCENDING,117,-8.1740,-15.8309,44.6883
2017-03-13,5,DESCENDING,22,-9999.0000,-9999.0000,-9999.0000
2017-03-14,5,ASCENDING,44,-9.5348,-19.5388,35.6624
2017-03-18,5,DESCENDING,95,-7.0826,-16.9912,36.5309
2017-03-19,5,ASCENDING,117,-10.6341,-19.1137,44.6897
2017-03-25,5,DESCENDING,22,-9999.0000,-9999.0000,-9999.0000
2017-03-26,5,ASCENDING,44,-9.8899,-17.9873,35.6631
2017-03-30,5,DESCENDING,95,-8.3697,-17.3947,36.5328
2017-03-31,5,ASCENDING,117,-11.6932,-19.5928,44.6905
2017-04-06,5,DESCENDING,22,-9999.0000,-9999.0000,-9999.0000
2017-04-07,5,ASCENDING,44,-8.4499,-16.5505,35.6683
